,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,commit_hash,project_name
37660,37660,37660,37660,37660,37660,37660,Package,(Unnamed_Package),examples/ClassDumper.java,3.0,3.0,3.0,1.0,22.0,2.0,16.0,4.0,,,,14.0,20.0,6.0,13.0,,46.0,38.0,66.0,,6.0,20.0,0.0,40.0,,2268.0,297.0,1372.0,501.0,826.0,656.0,,,838.0,1098.0,521.0,714.0,,,,,18.0,18.0,18.0,6.0,,5.0,,0,48,222,222,234,90,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37661,37661,37661,37661,37661,37661,37661,Class,ClassDumper,examples/ClassDumper.java,2.0,2.0,2.0,1.0,23.0,1.0,14.0,7.0,1.0,14.0,0.0,,0.0,0.0,,,12.0,13.0,12.0,25.0,0.0,10.0,0.0,2.0,,312.0,32.0,183.0,43.0,121.0,105.0,,,119.0,152.0,49.0,113.0,,,,,5.0,5.0,6.0,1.0,1.0,2.0,80.0,0,57,31,31,33,12,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37662,37662,37662,37662,37662,37662,37662,Public Constructor,"ClassDumper.ClassDumper(FileImageInputStream,String)",examples/ClassDumper.java,,,,,,,,,,,,,,,,,,,,,,,,,3.0,10.0,0.0,4.0,1.0,2.0,6.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,0.0,,1,50,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37663,37663,37663,37663,37663,37663,37663,Private Final Method,ClassDumper.constantToString(int),examples/ClassDumper.java,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,0.0,4.0,2.0,2.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37664,37664,37664,37664,37664,37664,37664,Public Method,ClassDumper.dump(),examples/ClassDumper.java,,,,,,,,,,,,,,,,,,,,,,,,,2.0,39.0,0.0,19.0,1.0,14.0,20.0,9.0,3.0,9.0,13.0,1.0,12.0,3.0,3.0,3.0,1.0,,,,,,2.0,,1,5,3,3,3,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37665,37665,37665,37665,37665,37665,37665,Private Final Method,ClassDumper.processAttributes(),examples/ClassDumper.java,,,,,,,,,,,,,,,,,,,,,,,,,5.0,17.0,2.0,10.0,2.0,6.0,5.0,4.0,2.0,8.0,10.0,3.0,7.0,2.0,2.0,2.0,1.0,,,,,,1.0,,0,50,2,2,2,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37666,37666,37666,37666,37666,37666,37666,Private Final Method,ClassDumper.processClassInfo(),examples/ClassDumper.java,,,,,,,,,,,,,,,,,,,,,,,,,11.0,30.0,2.0,20.0,1.0,16.0,8.0,9.0,4.0,11.0,14.0,1.0,13.0,3.0,3.0,4.0,1.0,,,,,,1.0,,0,40,3,3,4,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37667,37667,37667,37667,37667,37667,37667,Private Final Method,ClassDumper.processConstantPool(),examples/ClassDumper.java,,,,,,,,,,,,,,,,,,,,,,,,,6.0,34.0,3.0,23.0,3.0,17.0,8.0,8.0,7.0,14.0,19.0,4.0,16.0,5.0,5.0,6.0,1.0,,,,,,2.0,,0,35,5,5,6,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37668,37668,37668,37668,37668,37668,37668,Private Final Method,ClassDumper.processFieldOrMethod(),examples/ClassDumper.java,,,,,,,,,,,,,,,,,,,,,,,,,6.0,49.0,4.0,29.0,10.0,25.0,16.0,11.0,3.0,23.0,26.0,11.0,23.0,3.0,3.0,3.0,1.0,,,,,,2.0,,0,55,3,3,3,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37669,37669,37669,37669,37669,37669,37669,Private Final Method,ClassDumper.processFields(),examples/ClassDumper.java,,,,,,,,,,,,,,,,,,,,,,,,,3.0,20.0,2.0,12.0,2.0,7.0,6.0,5.0,3.0,8.0,11.0,3.0,8.0,3.0,3.0,3.0,1.0,,,,,,2.0,,0,50,3,3,3,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37670,37670,37670,37670,37670,37670,37670,Private Final Method,ClassDumper.processID(),examples/ClassDumper.java,,,,,,,,,,,,,,,,,,,,,,,,,5.0,16.0,0.0,10.0,2.0,7.0,6.0,4.0,2.0,6.0,8.0,2.0,7.0,2.0,2.0,2.0,1.0,,,,,,1.0,,0,60,2,2,2,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37671,37671,37671,37671,37671,37671,37671,Private Final Method,ClassDumper.processInterfaces(),examples/ClassDumper.java,,,,,,,,,,,,,,,,,,,,,,,,,6.0,27.0,2.0,19.0,2.0,14.0,6.0,5.0,4.0,11.0,15.0,3.0,12.0,4.0,4.0,4.0,1.0,,,,,,2.0,,0,32,4,4,4,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37672,37672,37672,37672,37672,37672,37672,Private Final Method,ClassDumper.processMethods(),examples/ClassDumper.java,,,,,,,,,,,,,,,,,,,,,,,,,3.0,19.0,2.0,12.0,2.0,7.0,5.0,5.0,3.0,8.0,11.0,3.0,8.0,3.0,3.0,3.0,1.0,,,,,,2.0,,0,42,3,3,3,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37673,37673,37673,37673,37673,37673,37673,Private Final Method,ClassDumper.processVersion(),examples/ClassDumper.java,,,,,,,,,,,,,,,,,,,,,,,,,5.0,12.0,1.0,6.0,1.0,4.0,5.0,4.0,1.0,4.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,83,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37674,37674,37674,37674,37674,37674,37674,Class,DumpClass,examples/ClassDumper.java,2.0,2.0,2.0,1.0,14.0,5.0,9.0,0.0,1.0,8.0,0.0,,1.0,0.0,,,0.0,0.0,1.0,14.0,0.0,0.0,0.0,1.0,,17.0,6.0,11.0,4.0,6.0,0.0,,,5.0,8.0,4.0,6.0,,,,,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0,0,2,2,2,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37675,37675,37675,37675,37675,37675,37675,Public Static Method,DumpClass.main(String[]),examples/ClassDumper.java,,,,,,,,,,,,,,,,,,,,,,,,,3.0,14.0,5.0,9.0,3.0,6.0,0.0,5.0,2.0,5.0,7.0,3.0,6.0,2.0,2.0,2.0,1.0,,,,,,1.0,,0,0,2,2,2,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37676,37676,37676,37676,37676,37676,37676,Public Class,HelloWorldBuilder,examples/HelloWorldBuilder.java,2.0,2.0,2.0,1.0,118.0,19.0,84.0,26.0,1.0,22.0,0.0,,1.0,0.0,,,0.0,0.0,1.0,14.0,0.0,0.0,0.0,1.0,,145.0,19.0,86.0,22.0,78.0,51.0,,,51.0,54.0,17.0,52.0,,,,,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0,59,2,2,2,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37677,37677,37677,37677,37677,37677,37677,Public Static Method,HelloWorldBuilder.main(String[]),examples/HelloWorldBuilder.java,,,,,,,,,,,,,,,,,,,,,,,,,17.0,118.0,19.0,84.0,21.0,78.0,26.0,31.0,2.0,51.0,53.0,16.0,52.0,2.0,2.0,2.0,1.0,,,,,,1.0,,0,31,2,2,2,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37678,37678,37678,37678,37678,37678,37678,Public Class,JasminVisitor,examples/JasminVisitor.java,3.0,3.0,3.0,1.0,18.0,2.0,14.0,1.0,1.0,42.0,0.0,,1.0,0.0,,,13.0,6.0,14.0,72.0,0.0,3.0,0.0,11.0,,282.0,54.0,210.0,61.0,137.0,26.0,,,104.0,159.0,65.0,120.0,,,,,18.0,18.0,18.0,3.0,2.0,5.0,73.0,0,12,43,43,45,16,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37679,37679,37679,37679,37679,37679,37679,Public Constructor,"JasminVisitor.JasminVisitor(JavaClass,OutputStream)",examples/JasminVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,0.0,6.0,1.0,4.0,0.0,9.0,1.0,4.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37680,37680,37680,37680,37680,37680,37680,Public Method,JasminVisitor.disassemble(),examples/JasminVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,0.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,75,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37681,37681,37681,37681,37681,37681,37681,Private Method,JasminVisitor.get(InstructionHandle),examples/JasminVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,0.0,4.0,2.0,2.0,0.0,6.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37682,37682,37682,37682,37682,37682,37682,Public Static Method,JasminVisitor.main(String[]),examples/JasminVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,5.0,29.0,5.0,24.0,8.0,17.0,0.0,15.0,6.0,14.0,20.0,9.0,16.0,5.0,5.0,5.0,1.0,,,,,,2.0,,0,0,5,5,5,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37683,37683,37683,37683,37683,37683,37683,Private Method,JasminVisitor.printEndMethod(Attribute),examples/JasminVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,8.0,12.0,1.0,6.0,2.0,3.0,5.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,,,,,,1.0,,0,83,2,2,2,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37684,37684,37684,37684,37684,37684,37684,Private Method,"JasminVisitor.put(InstructionHandle,String)",examples/JasminVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,4.0,13.0,2.0,11.0,2.0,7.0,1.0,4.0,3.0,4.0,7.0,2.0,6.0,3.0,3.0,4.0,3.0,,,,,,2.0,,0,9,3,3,4,3,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37685,37685,37685,37685,37685,37685,37685,Public Method,JasminVisitor.visitCode(Code),examples/JasminVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,8.0,121.0,24.0,93.0,23.0,74.0,9.0,37.0,2080.0,51.0,77.0,31.0,63.0,18.0,18.0,18.0,1.0,,,,,,5.0,,0,10,18,18,18,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37686,37686,37686,37686,37686,37686,37686,Public Method,JasminVisitor.visitConstantValue(ConstantValue),examples/JasminVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37687,37687,37687,37687,37687,37687,37687,Public Method,JasminVisitor.visitDeprecated(Deprecated),examples/JasminVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37688,37688,37688,37688,37688,37688,37688,Public Method,JasminVisitor.visitExceptionTable(ExceptionTable),examples/JasminVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,1.0,7.0,2.0,3.0,0.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,1.0,,,,,,1.0,,0,0,2,2,2,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37689,37689,37689,37689,37689,37689,37689,Public Method,JasminVisitor.visitField(Field),examples/JasminVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,0.0,8.0,2.0,4.0,0.0,6.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,,,,,,1.0,,0,0,2,2,2,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37690,37690,37690,37690,37690,37690,37690,Public Method,JasminVisitor.visitJavaClass(JavaClass),examples/JasminVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,2.0,18.0,3.0,15.0,2.0,11.0,1.0,11.0,2.0,8.0,11.0,2.0,9.0,2.0,2.0,2.0,1.0,,,,,,1.0,,0,7,2,2,2,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37691,37691,37691,37691,37691,37691,37691,Public Method,JasminVisitor.visitMethod(Method),examples/JasminVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,4.0,12.0,2.0,10.0,3.0,6.0,1.0,7.0,2.0,4.0,6.0,2.0,5.0,2.0,2.0,3.0,1.0,,,,,,1.0,,0,10,2,2,3,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37692,37692,37692,37692,37692,37692,37692,Public Method,JasminVisitor.visitSynthetic(Synthetic),examples/JasminVisitor.java,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,0.0,6.0,2.0,2.0,0.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,,,,,,1.0,,0,0,2,2,2,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37693,37693,37693,37693,37693,37693,37693,Public Interface,Java8Example,test/resources/Java8Example.java,1.0,1.0,1.0,1.0,7.0,1.0,6.0,0.0,0.0,8.0,0.0,,0.0,0.0,,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,10.0,2.0,8.0,4.0,4.0,0.0,,,4.0,6.0,4.0,4.0,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,2,2,2,2,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37694,37694,37694,37694,37694,37694,37694,Method,Java8Example.hello(),test/resources/Java8Example.java,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7.0,1.0,6.0,3.0,4.0,0.0,6.0,1.0,4.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,2,2,2,2,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37695,37695,37695,37695,37695,37695,37695,Lambda Method,Java8Example.hello.(lambda_expr_1)(String),test/resources/Java8Example.java,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37696,37696,37696,37696,37696,37696,37696,Package,Mini,examples/Mini/ASCII_CharStream.java,3.0,2.0,3.0,1.0,14.0,0.0,12.0,1.0,,,,28.0,108.0,74.0,26.0,,193.0,117.0,301.0,,55.0,43.0,2.0,201.0,,5888.0,602.0,4203.0,999.0,2755.0,1180.0,,,2249.0,3050.0,927.0,2236.0,,,,,36.0,29.0,37.0,22.0,,6.0,,0,28,974,819,1021,445,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37697,37697,37697,37697,37697,37697,37697,Public Final Class,Mini.ASCII_CharStream,examples/Mini/ASCII_CharStream.java,2.0,2.0,2.0,1.0,14.0,1.0,13.0,0.0,1.0,8.0,0.0,,18.0,15.0,,,4.0,0.0,22.0,35.0,0.0,3.0,0.0,19.0,,367.0,51.0,309.0,57.0,178.0,7.0,,,138.0,188.0,49.0,140.0,,,,,10.0,10.0,10.0,1.0,1.0,3.0,74.0,0,2,52,50,54,22,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37698,37698,37698,37698,37698,37698,37698,Public Constructor,"Mini.ASCII_CharStream.ASCII_CharStream(java.io.InputStream,int,int)",examples/Mini/ASCII_CharStream.java,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,0.0,5.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37699,37699,37699,37699,37699,37699,37699,Public Constructor,"Mini.ASCII_CharStream.ASCII_CharStream(java.io.InputStream,int,int,int)",examples/Mini/ASCII_CharStream.java,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,0.0,5.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37700,37700,37700,37700,37700,37700,37700,Public Constructor,"Mini.ASCII_CharStream.ASCII_CharStream(java.io.Reader,int,int)",examples/Mini/ASCII_CharStream.java,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,0.0,5.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37701,37701,37701,37701,37701,37701,37701,Public Constructor,"Mini.ASCII_CharStream.ASCII_CharStream(java.io.Reader,int,int,int)",examples/Mini/ASCII_CharStream.java,,,,,,,,,,,,,,,,,,,,,,,,,7.0,17.0,1.0,16.0,2.0,11.0,0.0,10.0,2.0,8.0,10.0,1.0,9.0,2.0,2.0,2.0,1.0,,,,,,1.0,,0,0,2,2,2,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37702,37702,37702,37702,37702,37702,37702,Public Static Final Method,Mini.ASCII_CharStream.BeginToken(),examples/Mini/ASCII_CharStream.java,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,1.0,7.0,2.0,4.0,0.0,3.0,1.0,4.0,5.0,2.0,4.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37703,37703,37703,37703,37703,37703,37703,Public Static Method,Mini.ASCII_CharStream.Done(),examples/Mini/ASCII_CharStream.java,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,0.0,6.0,1.0,3.0,0.0,3.0,1.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37704,37704,37704,37704,37704,37704,37704,Private Static Method,Mini.ASCII_CharStream.ExpandBuff(boolean),examples/Mini/ASCII_CharStream.java,,,,,,,,,,,,,,,,,,,,,,,,,9.0,49.0,9.0,40.0,4.0,29.0,0.0,11.0,3.0,24.0,27.0,4.0,23.0,3.0,3.0,3.0,1.0,,,,,,2.0,,0,0,3,3,3,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37705,37705,37705,37705,37705,37705,37705,Private Static Method,Mini.ASCII_CharStream.FillBuff(),examples/Mini/ASCII_CharStream.java,,,,,,,,,,,,,,,,,,,,,,,,,9.0,47.0,1.0,46.0,2.0,29.0,0.0,8.0,28.0,16.0,26.0,2.0,24.0,10.0,10.0,10.0,1.0,,,,,,3.0,,0,0,10,10,10,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37706,37706,37706,37706,37706,37706,37706,Public Static Final Method,Mini.ASCII_CharStream.GetImage(),examples/Mini/ASCII_CharStream.java,,,,,,,,,,,,,,,,,,,,,,,,,6.0,9.0,0.0,9.0,1.0,5.0,0.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,,,,,,1.0,,0,0,2,2,2,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37707,37707,37707,37707,37707,37707,37707,Public Static Final Method,Mini.ASCII_CharStream.GetSuffix(int),examples/Mini/ASCII_CharStream.java,,,,,,,,,,,,,,,,,,,,,,,,,4.0,15.0,2.0,13.0,2.0,8.0,0.0,2.0,2.0,5.0,7.0,2.0,5.0,2.0,2.0,2.0,1.0,,,,,,1.0,,0,0,2,2,2,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37708,37708,37708,37708,37708,37708,37708,Public Static Method,"Mini.ASCII_CharStream.ReInit(java.io.InputStream,int,int)",examples/Mini/ASCII_CharStream.java,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,0.0,5.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37709,37709,37709,37709,37709,37709,37709,Public Static Method,"Mini.ASCII_CharStream.ReInit(java.io.InputStream,int,int,int)",examples/Mini/ASCII_CharStream.java,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,0.0,5.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37710,37710,37710,37710,37710,37710,37710,Public Static Method,"Mini.ASCII_CharStream.ReInit(java.io.Reader,int,int)",examples/Mini/ASCII_CharStream.java,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,0.0,5.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37711,37711,37711,37711,37711,37711,37711,Public Static Method,"Mini.ASCII_CharStream.ReInit(java.io.Reader,int,int,int)",examples/Mini/ASCII_CharStream.java,,,,,,,,,,,,,,,,,,,,,,,,,8.0,18.0,1.0,17.0,2.0,11.0,0.0,14.0,2.0,10.0,12.0,1.0,11.0,2.0,2.0,3.0,1.0,,,,,,1.0,,0,0,2,2,3,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37712,37712,37712,37712,37712,37712,37712,Private Static Method,Mini.ASCII_CharStream.UpdateLineColumn(char),examples/Mini/ASCII_CharStream.java,,,,,,,,,,,,,,,,,,,,,,,,,7.0,39.0,3.0,36.0,1.0,25.0,0.0,6.0,16.0,16.0,21.0,1.0,20.0,7.0,5.0,7.0,1.0,,,,,,2.0,,0,0,7,5,7,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37713,37713,37713,37713,37713,37713,37713,Public Static Method,"Mini.ASCII_CharStream.adjustBeginLineColumn(int,int)",examples/Mini/ASCII_CharStream.java,,,,,,,,,,,,,,,,,,,,,,,,,8.0,48.0,6.0,39.0,5.0,24.0,3.0,4.0,16.0,17.0,23.0,5.0,18.0,6.0,6.0,7.0,1.0,,,,,,3.0,,0,8,6,6,7,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37714,37714,37714,37714,37714,37714,37714,Public Static Final Method,Mini.ASCII_CharStream.backup(int),examples/Mini/ASCII_CharStream.java,,,,,,,,,,,,,,,,,,,,,,,,,5.0,7.0,1.0,6.0,1.0,3.0,0.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,,,,,,1.0,,0,0,2,2,2,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37715,37715,37715,37715,37715,37715,37715,Public Static Final Method,Mini.ASCII_CharStream.getBeginColumn(),examples/Mini/ASCII_CharStream.java,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37716,37716,37716,37716,37716,37716,37716,Public Static Final Method,Mini.ASCII_CharStream.getBeginLine(),examples/Mini/ASCII_CharStream.java,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37717,37717,37717,37717,37717,37717,37717,Public Static Final Method,Mini.ASCII_CharStream.getEndColumn(),examples/Mini/ASCII_CharStream.java,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
37718,37718,37718,37718,37718,37718,37718,Public Static Final Method,Mini.ASCII_CharStream.getEndLine(),examples/Mini/ASCII_CharStream.java,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,0.0,,0,0,1,1,1,1,5bfa4baa2b7b2cc3dc4cc2600bbcd5d74df7451c,commons-bcel
