commit,prevcommit,class_name,metric,stat,pvalue,avg1,avg2,change
348185c8385cf8923455a71dd614d7ee09ee7bf0,1bcb80f9f23d70fbd7ee8a833abe02b2305f848e,xmppserver/src/test/java/org/jivesoftware/openfire/muc/spi/MucPrivilegesTest.java,own_duration_avg,10.098825458383592,2.3951703188571623e-08,4014.3555555555554,3597.688888888889,10.38
1bcb80f9f23d70fbd7ee8a833abe02b2305f848e,cb90fc79edb71b888d3ee25f2f59da3be2e72174,xmppserver/src/main/java/org/jivesoftware/openfire/spi/EncryptionArtifactFactory.java,own_duration_avg,-4.878168181724907,0.0012272024226533116,295.09000000000003,335.71,13.77
1bcb80f9f23d70fbd7ee8a833abe02b2305f848e,cb90fc79edb71b888d3ee25f2f59da3be2e72174,xmppserver/src/test/java/org/jivesoftware/openfire/OfflineMessageStoreTest.java,own_duration_avg,-8.567478054177426,2.2541738941826042e-07,2639.5555555555557,2962.822222222222,12.25
1bcb80f9f23d70fbd7ee8a833abe02b2305f848e,cb90fc79edb71b888d3ee25f2f59da3be2e72174,xmppserver/src/test/java/org/jivesoftware/openfire/muc/spi/MucPrivilegesTest.java,own_duration_avg,-10.22086578387916,2.025144788505086e-08,3597.688888888889,3956.5333333333338,9.97
cb90fc79edb71b888d3ee25f2f59da3be2e72174,c4c568e13715a3cdb980e340352ec4fb30c61fae,xmppserver/src/main/java/org/jivesoftware/openfire/spi/EncryptionArtifactFactory.java,own_duration_avg,4.307075387567531,0.0025908697259140697,335.71,298.31,11.14
cb90fc79edb71b888d3ee25f2f59da3be2e72174,c4c568e13715a3cdb980e340352ec4fb30c61fae,xmppserver/src/test/java/org/jivesoftware/openfire/muc/spi/MucPrivilegesTest.java,own_duration_avg,2.946015643962054,0.009488863257499518,3956.5333333333338,3858.977777777778,2.47
c4c568e13715a3cdb980e340352ec4fb30c61fae,2bc37e6f1d48c84228efe2ccd360148cc9be46f0,xmppserver/src/test/java/org/jivesoftware/openfire/muc/spi/MucPrivilegesTest.java,own_duration_avg,-4.370880378257029,0.000475132036431704,3858.977777777778,3989.3111111111116,3.38
b61bce39e3a0ce786e4464706ea2e9b4c5be7a77,18a7bb6262b4237f9c80071d24234f5d9b2e08fc,xmppserver/src/main/java/org/jivesoftware/openfire/pubsub/LeafNode.java,own_duration_avg,5.980388196425271,0.026839699140764867,286.1,270.3,5.52
18a7bb6262b4237f9c80071d24234f5d9b2e08fc,13e73ed3d7fc00646c642d02b66b50a86cd1c42b,xmppserver/src/test/java/org/jivesoftware/openfire/net/DNSUtilTest.java,own_duration_avg,2.1038913264373655,0.04417507784258428,3064.3875000000003,2769.706666666667,9.62
13e73ed3d7fc00646c642d02b66b50a86cd1c42b,18257f671cef3c8340be950a4d5c50ef3b31d9f6,xmppserver/src/test/java/org/jivesoftware/openfire/OfflineMessageStoreTest.java,own_duration_avg,10.966199520419629,7.501343906486817e-09,2940.8222222222225,2503.688888888889,14.86
13e73ed3d7fc00646c642d02b66b50a86cd1c42b,18257f671cef3c8340be950a4d5c50ef3b31d9f6,xmppserver/src/test/java/org/jivesoftware/openfire/muc/spi/MucPrivilegesTest.java,own_duration_avg,10.614503493416613,1.1906085363707776e-08,3994.3999999999996,3472.844444444445,13.06
92a9f2e9e2c78aabdf446af0c680c7c0991f807a,41041642078a1e498c4f8b6e6a5b226409b5dbcd,xmppserver/src/main/java/org/jivesoftware/openfire/spi/EncryptionArtifactFactory.java,own_duration_avg,-3.719427889960278,0.0058762249236181474,313.79,385.97,23.0
